Position,title,link
678.0,Registered Training Providers,https://admin.bayanat.ae/Home/DatasetInfo?dID=qzedlnOUhkbS89pm7SM_NNgacv2PrfxuhOt1GNoCIYQ
679.0,Number of Issued National Qualifications Certificates,https://admin.bayanat.ae/Home/DatasetInfo?dID=FfSsF9FWRJNs0cjI753n_pdBeYyeWAbei7hvqWc7k9g
680.0,Level of injury according to age and deaths,https://admin.bayanat.ae/Home/DatasetInfo?dID=DGlR-XYoY_CrVi8effCASN_BdqIaLFHkzva4z5XMlaM
681.0,Number TVET Graduates by Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=v6-7hkvuh8MyXac-WlTnjrW3_7kpHtoiJdD8iXMpuH8
682.0,Number TVET Graduates by Age Group,https://admin.bayanat.ae/Home/DatasetInfo?dID=Ws1ezjX5_IV3zGwM7JwwLn-ICUaqDPZO-2D_nlSogp4
683.0,List of Endorsed National Vocational Qualifications,https://admin.bayanat.ae/Home/DatasetInfo?dID=EinkjfUZWbNsHiGsB6KM8OPU4JmONB9DQMwWDmOTaPc
684.0,Percentage of transactions received via the Customer Happiness System - Simi-Annual,https://admin.bayanat.ae/Home/DatasetInfo?dID=mPn6wriiOEevQtFqQTxDXQbajHe5HwBOhMbTXksGO3U
685.0,Transactions received according to Service provided channels - Simi-Annual,https://admin.bayanat.ae/Home/DatasetInfo?dID=EQIUDqfJN_MPh9eGPIq2p5yvT-WF3UdJu20pwAVe2_I
686.0,Legal Consultations received by the Federal Authority For Government Human Resources according to the most inquired topics - Quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=kNxZPic0tuvQ-x8B1CPHqaFHkAhOlqjPzEnY9ywvCPM
687.0,Legal Consultations received by the Federal Authority For Government Human Resources according to the most inquired topics - Monthly,https://admin.bayanat.ae/Home/DatasetInfo?dID=i4_1YDF3f5y5USiNvZMXLLtbhcKIPVuiWCAYQGW3LK0
688.0,Most frequent federal entities on legal inquiries - Quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=AWd1RS1md7-BdCHYkd922Srcm-aE7DkIESaKQOov2NY
689.0,"The e-learning Portal in the Federal Government ""Al Mawrid""",https://admin.bayanat.ae/Home/DatasetInfo?dID=oMOLVh3S_shu1XbS_0ZFkIyMdPRAJQSYMyqEjLkyFMA
690.0,Most frequent federal entities on legal inquiries - Monthly,https://admin.bayanat.ae/Home/DatasetInfo?dID=Tm43zlMfuz6TuOYBi59rKo2aPvn4bb9vRIsTwg9aflE
691.0,Employment distribution by Emirates and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=u3SDkQ53PI88sVDMdYtzVt-9OA0As2DkY6attZn4500
692.0,Employment distribution by Age Group and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=ZuJFFhvaHGIiznDf8WHOqoSRVJxkT0bV3D5DaOXdgpw
693.0,Losts,https://admin.bayanat.ae/Home/DatasetInfo?dID=ca1lkkZdOsWN0vM__JEb3XuRCbPCu-y2tv6RwCsDW40
694.0,Number of cases registered in federal courts,https://admin.bayanat.ae/Home/DatasetInfo?dID=_dxuQ_w8ZLrPrsfoR7dScnWSbjXK6WhmG-xUKN63lcQ
695.0,Marriage Cases by Education Leve of Marriage Couples,https://admin.bayanat.ae/Home/DatasetInfo?dID=TkZBICLX4eiJ9OSGJP_kNTZPf7hRQEXoRqvYRTi2Toc
696.0,"number of Expert on the level of Federal courts by gender, nationality ,type of experiment and locations",https://admin.bayanat.ae/Home/DatasetInfo?dID=cjuaAXUyT4SRDWjQN9lgxJLlJNcNTPWKcTc9Qx3H4FU
697.0,number of translator on the level of Federal courts by languages,https://admin.bayanat.ae/Home/DatasetInfo?dID=g6sT6WXiv3FRw4T-KRepoyU8MQ8vrcK-e_-qGaMlUS0
698.0,"Number of translator on the level of Federal courts by gender ,nationality in the Federal Court",https://admin.bayanat.ae/Home/DatasetInfo?dID=u_NNjMV3X3OwOVeLoYGSRiJ72baSgRcD05f6RDLIUHw
699.0,number of lawyer on the level of Federal courts by gender and nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=lhJCNsod3RBb-HUwcF-rOuG_B0f0l7ZjaZaXFnCZqTw
700.0,number of lawyer on the level of Federal courts by level of courts,https://admin.bayanat.ae/Home/DatasetInfo?dID=Vhz0jj5bfJkjoUK8ttpLYa-QpsF0hvVzlyalfyRHVfk
701.0,number of transactions of the notary by locations and Emirates on the federal courts,https://admin.bayanat.ae/Home/DatasetInfo?dID=xW_aU2sc--_fxGrCTAHZDS0EyZTj0lWIztQyOopqSo4
702.0,Number of transactions of the notary by on nationality and type of contracts,https://admin.bayanat.ae/Home/DatasetInfo?dID=27_3RwD39f72SwOI6xS6VDbagl4JZii4nu8gSKWZsAw
703.0,Number of the judiciary,https://admin.bayanat.ae/Home/DatasetInfo?dID=eyTnjQqSDU505WBSSzEVMTDW_5cjRVuAXQK4XiUsTGw
704.0,The Presented Cases before the Federal courts,https://admin.bayanat.ae/Home/DatasetInfo?dID=aWcMxywtSUcyo3EVDpMqg57P4sNCm4uLhnGqyKrn6bQ
705.0,Training courses in federal courts,https://admin.bayanat.ae/Home/DatasetInfo?dID=ytno4yRNBASbapuu8DZeRlh1IqykdjQzmfJXxtJu_Ls
706.0,Cases of family mediation committees,https://admin.bayanat.ae/Home/DatasetInfo?dID=PXNKNKpGXnbYR2NTd50po6kmB_dxxzUoBd-uoIvXNEk
707.0,Cases of Civil Mediation,https://admin.bayanat.ae/Home/DatasetInfo?dID=I1BwfOsqnBCv6jTiuHTdf4-0Eur0gcTb1GnSFuwVt9U
708.0,Divorce Cases by Nationality of Divorced Couples,https://admin.bayanat.ae/Home/DatasetInfo?dID=vYkwJyyst_LRIUGaI_D2nffh0aJf72KAhoB2tCWXInQ
709.0,Vegetables Import by weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=1K8lLkO1Uh2TozttFCzBsHAL3QBu93MbcMgVXNJDQKw
710.0,UAE General Total Trade volume by Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=kL7FdMrHWf_1SoEaQt24XbVF8zXfLRIUu8n7nh0YyHk
711.0,UAE Direct Total Trade volume by emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=uO_cVWZM5d4rYUJ7f638Yc9KUM-jCOzHIoCkcI_IHnA
712.0,UAE Direct Total Trade volume,https://admin.bayanat.ae/Home/DatasetInfo?dID=_VdhUwFi9n1FyVbBFUJSORViIHWVzvK2di8XCpb_AEc
713.0,Statistics of customs inquiries,https://admin.bayanat.ae/Home/DatasetInfo?dID=ef59KEuoX0hKWmD2Emgiv897RbEL93CHImsxg0bE5us
714.0,Staple food reexport by weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=w6NHF8Qq7kEu7Ix9RnI9XTqvsbmuSv_43xsiE1hijVM
715.0,Seeds imports weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=nRwzbiEK-ndktxpYhO0Qe5H9rpGOXi_lmM5VnYrSNjE
716.0,General Total Trade volume of goods - Reexports,https://admin.bayanat.ae/Home/DatasetInfo?dID=ssbgKj_OPHeZWQdQoRXjpa5sqzfOwzabF73Vm-d9bi8
717.0,General Total Trade volume of goods - Quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=ke-lvg3lOwbyYuFZSetkISGSbcuXcZ4-2yytIMkXxV0
718.0,Processed food reexports weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=0li-sm8lmDCCXfnG3bkC9DSgIhnnzP8eMWFbVZ6bwi8
719.0,Oil goods Imports by weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=caSG8SyystVGV67zQDwV-UCLy_jp7n5mNe_uVV0_tgQ
720.0,General Total Trade volume of goods - Monthly,https://admin.bayanat.ae/Home/DatasetInfo?dID=7AFUOTIQxxVlcmB9p2oWr7hHZdgJMKXgeWei70SS528
721.0,Milk products imports by weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=wlMHP-jcxoKNNxk_6OrVj-5fhw1JtzJ7YmzO54gsp4k
722.0,Meat goods Reexport by weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=uDq6U2PXx8BLYrek1wY_USztn45GCn6UE_f9v-5uQDA
723.0,General Total Trade volume of goods - Imports,https://admin.bayanat.ae/Home/DatasetInfo?dID=DqmHrjCBLHlOYL3Yl9ojtbZ5vmwtGrTwOa0I6gKs8Qg
724.0,General Total Trade volume by Item H.S codes,https://admin.bayanat.ae/Home/DatasetInfo?dID=-SyWLX-RIbM8-od08xPb-oPAKHVhq2X0NoKQyTWxCts
725.0,General Total Trade volume by country,https://admin.bayanat.ae/Home/DatasetInfo?dID=fxHfa0P1NVuJPnSVyyUSO-fgX_fElRveBv7p00SOv2s
726.0,General Total Trade volume,https://admin.bayanat.ae/Home/DatasetInfo?dID=1EX14jRwt_KZc6tsRGbv6BCCgLARHUYyTwKuIvOQ37o
727.0,General Total volume of Warehouse,https://admin.bayanat.ae/Home/DatasetInfo?dID=jQ3AhTAwB_rMfOvJ_5T7yhET53MY05VsgUk25YvwnOc
728.0,Fruit imports weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=SlreN6VpuD0chLPptTvUe52ZfSNBK-RTeojGjWt4eyY
729.0,Free Zones Total Trade volume by emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=YIh_pbXEJIJ-VPI0fhh9BTki1SmMQZ5NddULtR0u-Cg
730.0,Free Zones Total Trade volume,https://admin.bayanat.ae/Home/DatasetInfo?dID=wDaILLsuxd5L-SJPKGTd8-ZFilj4dIt0B1XuTh00iSo
731.0,Flour exports weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=dEhzR49RSh2SE3vaWW4GXYxPWa9rHn_uqpk4EXCvJio
732.0,General Total Trade volume of goods - Exports,https://admin.bayanat.ae/Home/DatasetInfo?dID=m0vb4PCVY770pnJsgc2KXP2gvQ-vypX68UhrghauQo0
733.0,Cereal imports weight and value,https://admin.bayanat.ae/Home/DatasetInfo?dID=zTw-DZMlbBDUSfA8aL1CwD6THari2kluCXiqWAFD_ds
734.0,General Total Trade volume of goods - Biannual,https://admin.bayanat.ae/Home/DatasetInfo?dID=1HKfRY98yCQZfIy6hrUwYckRC0FtBS7PSz7ybujakUQ
735.0,Animal feed exports value and weight,https://admin.bayanat.ae/Home/DatasetInfo?dID=etpo9h79MZ08_aqJWH-do6qEwUUKjlg34RuGYiF9UgE
736.0,The capital of cooperative societies operating in the UAE by society and emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=SDFAq005Q3DHNK3AZHCQggwPWLQNhMqlX7Q2QqrTz8M
737.0,Total capital of cooperative societies operating in the UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=PbxBJj_xVtcdYxt0N5hhBzXEXQzjZyOvoMiX7H7R8gU
738.0,Electronic Commerce Volume in the UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=X-iDpy9pQ4q6aOb1Nj9d6sY8T-nIrunNWRzduAnqpCw
739.0,Cooperative society List,https://admin.bayanat.ae/Home/DatasetInfo?dID=rBAUTxS617x-bfzO1p-_P62R0jpIMJf4gUJQrh-xw00
740.0,Number of registered national Trade Marks by activity categories,https://admin.bayanat.ae/Home/DatasetInfo?dID=TKRIJSoO1YaehHlXIb-qhyv3HrDr0dQ5XieLz3PiRoA
741.0,Number of (Patent Cooperation Treaty PCT) international patent applications,https://admin.bayanat.ae/Home/DatasetInfo?dID=quyCMVaaFT9p46UVRO0fm2ax7q9oLkdOeGFsLW8r2lA
742.0,Number of patent accepted,https://admin.bayanat.ae/Home/DatasetInfo?dID=iKqsNDx5MfBUBiBeMZKo3b4QLuUGN0-Gy97nAKGMjy8
743.0,"The number of cooperative societies operating in the United Arab Emirates, by activity",https://admin.bayanat.ae/Home/DatasetInfo?dID=l_mNmkDrXt7GagJjGG5Ea98C5CjJooIwX8Na8Dpy3aU
744.0,"The number of cooperative societies operating in the United Arab Emirates, by activity and Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=33nGNwUOncj723wtogJasYqhm8LjUOyqERh3b2SmjYc
745.0,Number of Cooperatives Members,https://admin.bayanat.ae/Home/DatasetInfo?dID=umyDnqcMZqPf2sMti-dAQmnmcjOvXYAhbZjKTL6tTrQ
746.0,Number of Private Joint Stock Companies by Economic Activity,https://admin.bayanat.ae/Home/DatasetInfo?dID=QetzNX68CbxhpuQ_pG8E_YPSODgeYKV1znQ2_gfIPxk
747.0,Number of patent applications filing by UAE residents,https://admin.bayanat.ae/Home/DatasetInfo?dID=6PbsoHMLwyNZqhtEBzvTbY8f4IP7ELv4YkR3vUxc-vc
748.0,Constant GDP Quarterly for the year 2018,https://admin.bayanat.ae/Home/DatasetInfo?dID=vJxXroNkiV1OAxke_2HGti0CGZS2viqu8a-nUV7oVJM
749.0,The percentage of national brands registered according to the emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=p8WIa-Qk6c7Lk1hsZuYm424v4KuFtGYSQp9ggJwYiZs
750.0,Number of registered trademarks of national and foreign companies,https://admin.bayanat.ae/Home/DatasetInfo?dID=2ld2Otha0RRrcJmF6msDC0zC4iGV4BWxwMYKIh6HDlE
751.0,Total Capital Adequacy Ratio - Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=_VuSDm_sCoS8JjrpBLePWCGRMIaIhQrlPWiHN71lFI8
752.0,Foreign Liabilities - Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=q4mIjtn0nLNtan3wSH0E0WWt700jqOfbotCKEIg9XtQ
753.0,Foreign Assets - Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=evw-ey4AfvUTaSNh4PYPcwDXqLBUqbcTM36cc0asVKA
754.0,Domestic Credit - Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=l5x1Sz-Ion_RFaSlEeK_fRKNB9Nk1BfkWlog21UMaNA
755.0,Number of Foreign Banks' Head Office and Branches,https://admin.bayanat.ae/Home/DatasetInfo?dID=8fbJQ4DDM-A8yZG5T4llYslEL0ouWBICLANtiP_MTLo
756.0,Number of National Banks' Head Office and Branches,https://admin.bayanat.ae/Home/DatasetInfo?dID=9yu0Ghh8_Gh2tx8u31c4Q11Tj9rfRVFo-bHz5Y9SjiU
757.0,Currency Issued by UAE Central Bank,https://admin.bayanat.ae/Home/DatasetInfo?dID=L6DCI9VLSayfCbZK_QVINGWy4UeFlyzb3T3AvNNwelw
758.0,UAE ICCS ( Image Cheque Clearing System ),https://admin.bayanat.ae/Home/DatasetInfo?dID=KT7-PpQUbhWKcapkOyvWvE-Te5mexBsa-yJ1ND_-bPU
759.0,UAE FTS ( Fund Transfer System ),https://admin.bayanat.ae/Home/DatasetInfo?dID=5fshvgYJn6HMAfTMpR3KipffTjMXr9chyEDrGwIONDo
760.0,Total Deposits - UAE Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=iHV_PwoXtk_jOjyiGtU5AG8b_CZsde3xLhUt05c1g2E
761.0,Total Credit - UAE Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=3j1EMJ6Kf_HlzVxU3nT_x3WztDt63f3HJHCNfXHL7PI
762.0,Total Assets & Liabilities and Capital - UAE Banks,https://admin.bayanat.ae/Home/DatasetInfo?dID=P-fD3ZAIYmdk-3LoS1Hrbx2POhpyB5B5EVbwF7vnZQU
763.0,Total Assets & Liabilities and Capital - Central Bank,https://admin.bayanat.ae/Home/DatasetInfo?dID=Z0AV9rAiN9y8fl6QWBmVfVQxfqlTYIBL13fmZrTUzpI
764.0,UAE Monetary Base,https://admin.bayanat.ae/Home/DatasetInfo?dID=_1yBCzz1vuQjJA5j2Ti7IqtaGt53ixVobd4MOF2z8dY
765.0,Communicable disease incidence,https://admin.bayanat.ae/Home/DatasetInfo?dID=RXeQ_JeKQdQtFniojdct5vDxbbqNXAUYkAGjvywxjK0
766.0,Central Bank International Reserves,https://admin.bayanat.ae/Home/DatasetInfo?dID=78oeYae_i0OjSxRp56E-LQuD7WRm6eX1fYnOo29a570
767.0,Capital and Financial Account,https://admin.bayanat.ae/Home/DatasetInfo?dID=s1-5wrjLPjXyGx4O4f24caSqvVr6p2jLvhQhVpRslik
768.0,Current Account,https://admin.bayanat.ae/Home/DatasetInfo?dID=lKS2iOh7dRWz1g-OVNpsE8nC0S6NuE6d9rHlKCam2dE
769.0,Interest rates,https://admin.bayanat.ae/Home/DatasetInfo?dID=W456PUYviftjNnjbUOEnB3b0tXvdsLNw2Uhmw8RnEgY
770.0,Money Supply,https://admin.bayanat.ae/Home/DatasetInfo?dID=d8YyxmAvzAnvbkiQE-IBDYUUgmemTnb_fFHj1kYho5s
771.0,Cancer incidence,https://admin.bayanat.ae/Home/DatasetInfo?dID=m01kiq9hpjNxc27QzDj1BJRqfB3VEWhMap0eCE_QSpY
772.0,Electricity Peak Load,https://admin.bayanat.ae/Home/DatasetInfo?dID=DnH0xX53XrUyUcuXkzl6jIw6mHSBJGgQdriS50nNSNM
773.0,Marital Status at Marriage,https://admin.bayanat.ae/Home/DatasetInfo?dID=AV3CW0Qvhuss34-1k4fhg7h8yRA_sdK8XgRbYbxBSO8
774.0,Criminal Cases,https://admin.bayanat.ae/Home/DatasetInfo?dID=90SWNXYeSEvKk99qDxqppsp8xWyoV0wJFU8mX61kEnA
775.0,Total Economic affairs Expenditure at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=ihS9TvCsDFMrJ73Yhl1fhVQGuC3uk5Kh_SsgQ2jF4Cg
776.0,Net incurrence of liabilities at UAE level quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=UE_f-11btmA9_sIdFEIUOXebTyOR9LCWMHc2vBd-UrM
777.0,Total Expense at UAE level quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=dOmHN31kKLI6ISFLpRkR5rOUwwka1J74pIZ4ze2vFxs
778.0,Total Expense at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=D1KpK7vcu48MzWxSwft-xASUIgeFHx5Kn6CgIu4dg6o
779.0,Defense Expenditure at UAE Level,https://admin.bayanat.ae/Home/DatasetInfo?dID=zc07U3DlKwuqnyJtnw2rDJNFsWDPIXJnGSmLx6sB5DU
780.0,Revenue at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=UfOE88AqVKESAPwancfIexcnh1HioQy91fTlxwS32fI
781.0,Revenue at UAE level quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=V3obq4m3TBIEnOW0sH-xVcobhrKl5dPvS98tV2zqoL4
782.0,Petroleum Products Sales by type of Product and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=okzDI6wd8rbXcemInQ9wtS7kAVEoSLfYN8u_4Z9czOQ
783.0,Number of Electricity Consumers,https://admin.bayanat.ae/Home/DatasetInfo?dID=P10RY7uNqVs0fLIEcPswIbiRLqSBMUXtWTB6FpJyvWc
784.0,Installed Capacity of Desalination Plants,https://admin.bayanat.ae/Home/DatasetInfo?dID=UwtIP_0M-a43W-naITaL-06gpNt1bYBKYzB_vvBuNmg
785.0,Total amount of electricity generated,https://admin.bayanat.ae/Home/DatasetInfo?dID=v1SwZbLwI-YR6N0TVlas2_fUbuELN6izqx4zVKDCewI
786.0,Total amount of electricity consumption,https://admin.bayanat.ae/Home/DatasetInfo?dID=ooEazYUmSSs2TNz4K1uo1U9KZzX_CkXFkorY1_TKlP8
787.0,Total Environmental protection Expenditure at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=mu9x1TvfVhXoFxBN84MeQPDVrAjYCy70OVTeIGo4i8k
788.0,Total Expenditure at UAE level quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=IM5dO-rSmrcgpEbvYYH8VBgZpTbewCRRS_4ZHGxUAjY
789.0,Total Expenditure at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=yUMsJCXjVs2iayOl2PfOMZsJeNFRfgCOIU9whRYU_8A
790.0,Total financial assets at UAE level quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=7D4mHlTXLmQx-v3bxB2jEWAgMylcn-nT9_lojRb1yL0
791.0,Total financial assets at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=nTu5mdGv3FdycqMdr6t07vrQDSmX9W7SJdv92MBZ8S4
792.0,GCC Approved specification Standards,https://admin.bayanat.ae/Home/DatasetInfo?dID=3OQ9iGMJQMMUidXtP9FtEflzVmJg2GBeN7p1nRP8qX0
793.0,The inbound tourism,https://admin.bayanat.ae/Home/DatasetInfo?dID=vx5Bym7rijXgcaofr5rKfO-mnBt50Mf7iYqQvUKvid4
794.0,GCC national Tourists,https://admin.bayanat.ae/Home/DatasetInfo?dID=8E0uIJCio5Ofzq4FtFBpGdS1J1gCuzmSsvvya9o4Cdc
795.0,Total Number of GCC nationals working at Government Sector (local),https://admin.bayanat.ae/Home/DatasetInfo?dID=-xIvYWuq7PmsTPYYdQfII01e0z6mKYCgjqKl687aGgU
796.0,Total Number of GCC Nationals employed in the private sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=VkYJoiEHrTnhMVFODIgmCjQs_AksXUrjQkrEcUL2Zpg
797.0,General Budget for Federal Government,https://admin.bayanat.ae/Home/DatasetInfo?dID=0C3BLv0lAbMNlQ0bJ63gJIiOtTtUNSsDatpGNizETJ8
798.0,Total General public services Expenditure at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=g_1-3sf3DNYx2k1xev5caAOvKR1b6fWgGcZs5_obifU
799.0,Gross operating balance at UAE level quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=-EyYKS8BXHX3-Ofv01BTLEHASt96DGFmbSYB2a-10rk
800.0,Gross operating balance at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=eRR4LWYzOWA09qFZrJjbHFeE-Uwmgb2sW4WQsjcn3_o
801.0,Total Housing and community amenities Expenditure at UAE Level,https://admin.bayanat.ae/Home/DatasetInfo?dID=u9h2vtglxfbqHI1yYhVC3EsVbkOIFudcodOi_saqKKk
802.0,Net incurrence of liabilities at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=dj-d1CIcQ3kQVoqIEl2RyLVy6zYglG_K8148678kgGM
803.0,Net lending / borrowing at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=SuH8I3huutcSuw7xPODH505aabal5YPMhjaFA7EuRCI
804.0,Net lending - borrowing quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=33k-MGFuT_gclCaYUii3jo2PJj_nr28rJ963oQf5nag
805.0,Net operating balance at UAE Level,https://admin.bayanat.ae/Home/DatasetInfo?dID=FwYSw6KWhoM4X4zYc7_C_f7_bmGYPa_C5lETaYiCLt0
806.0,Net operating balance at UAE Level Quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=XwKATBb07D8M3xZRQcs9yj-JlAkTP5yZRUcX7leZGHY
807.0,Non-financial assets data at the UAE level (In million AED) Quarterly,https://admin.bayanat.ae/Home/DatasetInfo?dID=cKV4cD515_zqcAOsPwXPCg9z5E8rrAuaI67psKiz7h4
808.0,Non-financial assets data at the UAE level (In million AED),https://admin.bayanat.ae/Home/DatasetInfo?dID=zV3hm1LMjK8Z40gUIemCqc9lqbehBe_N6gpU7GzCtEc
809.0,Number of GCC States National Owners of Real Estate,https://admin.bayanat.ae/Home/DatasetInfo?dID=IATf4SQzuINQpVe8ck0ZgqdGNwJxM-vs8zv-KNffsdI
810.0,Number of trade licenses issued for GCC nationals,https://admin.bayanat.ae/Home/DatasetInfo?dID=7TXzHAqhhP8sQsITSltC9mLtghVOE6_SfdnC2a2I4-U
811.0,Volunteering programs & activities on the level of ministry of education,https://admin.bayanat.ae/Home/DatasetInfo?dID=zhDPPFr9eJpv4vbPeTPh6vmk5435Q2CeQoVwzo_kk-E
812.0,Total Public order and safety Expenditure at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=h39EOosFnCYIqHYN3TJqi_tTecs1Q3hWV3TefUgFwD8
813.0,Institutions in Higher Education,https://admin.bayanat.ae/Home/DatasetInfo?dID=v21H-u6mX-TFyT4hekk8AqeU587Qm7nzQHAm9fs2TMo
814.0,Artificial Intelligence and Robot Competition Series (AIRseries) for schools students,https://admin.bayanat.ae/Home/DatasetInfo?dID=E5JOb-pwnCtRKbTpNFhjcOSchESSLrODysvy-VEYTiI
815.0,The sport programs in General Education,https://admin.bayanat.ae/Home/DatasetInfo?dID=QlYN6PrMFzQ2WAJT9ergrGaprj2E9YhJxvrqv9yPbzU
816.0,Arab reading Challenge at level of ministry of education,https://admin.bayanat.ae/Home/DatasetInfo?dID=QUCm3Up6dazvcZVEPhMfrjRJtIMZvCaF2OKtTEWwLi0
817.0,"The percentages of completed all type of services at the Happiness Service Center, Ministry of Education",https://admin.bayanat.ae/Home/DatasetInfo?dID=UjkRtUMCYYiasAY6JAWTGBC-sqD43Rn_OY1o886vaNo
818.0,Bullying cases among schools students at level of Ministry of Education,https://admin.bayanat.ae/Home/DatasetInfo?dID=uHXxBQFpak_l-np7645jBr5yQNRdCc1ivXgIUy3AEHs
819.0,Drop-off in General education because of marriage,https://admin.bayanat.ae/Home/DatasetInfo?dID=-XeCrxOOF7C9Fk6XdiFj6hIdeHVISW5YTBwc4KcO2Js
820.0,"Students enrollment by zone, gender, age, school type and school stage",https://admin.bayanat.ae/Home/DatasetInfo?dID=MJSBdAuz8xiM9w_iN_frekESb-qK4ZuOwzUbTrnz3Zk
821.0,"Teaching staff by zone, school type and school stage",https://admin.bayanat.ae/Home/DatasetInfo?dID=-btm4aDu3gjWTo4W2bP77sglBFG-b-lu3ju5Fb_OJGc
822.0,Net Acquisition of Nonfinancial Assets at UAE level,https://admin.bayanat.ae/Home/DatasetInfo?dID=c5fpe5EK2nB1YJGcIMI3LjaYgOVzwx_PtIgx2OVgTEI
823.0,"Schools by zone, school category, school stage",https://admin.bayanat.ae/Home/DatasetInfo?dID=W9uiQsl_XZkUbmR8Iwpg-dliAOdPyrTbm2NIjbPJhSQ
824.0,New businesses established in Private sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=QSlBRR_1ZNR-RiOLRSAgCNq9_G4DFuPKX9iGlYg685k
825.0,Labor Recruitment from UAE labor market,https://admin.bayanat.ae/Home/DatasetInfo?dID=WRA6-ska2UMAlI9JmC6E24Rd23eSHaiMlIMbntIBPjE
826.0,Labor Recruitment from abroad,https://admin.bayanat.ae/Home/DatasetInfo?dID=kboxNOUmP2pSsvUjgY8H8lPQciCo3FQWwPfSQJOwkOo
827.0,Knowledge Workers in Private Sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=2MK33v1P9l0fvGYCKHetweS4lE5mIh43krNwSroFwBQ
828.0,Employment by occupation in Private sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=HTRLvtcp9QV1Q5jOlLET_j7Pc8xKX7W8gT389vt14Ck
829.0,Employment by economic sector in Private sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=R6fl9Cvu6m88685abHQBU0G8NWVqF4sLPopvgPhElBI
830.0,Companies count in private sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=Y5CG7Mwf0m78Hoi1g8dmDISL4_OJtAW6GpbrYFhNn_U
831.0,Edaad program beneficiaries by income range and emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=dnX33O0Uh8LuDZlrJ2hHSQs4Hs02nLQ9xuHbB9tdTWU
832.0,Marriage grant applications by educational qualification and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=_zo_DtCJHgz8YuGSsBJvIXquzpnvAAZoXs0V-Ve5GaM
833.0,Grants applications by Income Range and emirates,https://admin.bayanat.ae/Home/DatasetInfo?dID=T9Fr7Sg5eIgTiNBmxCVp_wujOCZbpdF4vWjrlV_lG8c
