Emirate_Ar,Emirate_En,Category_Type_Ar,Category_Type_En,Measurement_unit_Ar,Measurement_unit_En,اسم المحطة,Station Name,نوع موقع المحطة ,Type of Location ,Year,Value
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2011,46
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2011,30
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2011,29
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2011,28
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2011,50
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2011,27
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2011,39
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2011,17
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2011,13
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2011,4
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2012,46
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2012,33
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2012,33
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2012,29
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2012,43
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2012,27
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2012,36
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2012,22
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2012,13
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2012,3
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع حمدان,Hamdan Street,جانب الطريق,Traffic,2013,57
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خديجة,Khadejah School,وسط المدينة ,Down Town,2013,35
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خليفة,Khalifa School,حضرية/ سكنية,Urban/Residential,2013,30
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المقطع,Al Maqta,حضرية/ سكنية,Urban/Residential,2013,31
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدينة خليفة أ,Khalifa City A, حضرية/ سكنية,Urban/Residential,2013,26
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة بني ياس,Baniyas School,حضرية/ سكنية,Urban/Residential,2013,31
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مصفح,Mussafah ,صناعية  ,Industrial,2013,50
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المفرق,Al Mafraq,صناعية,Industrial,2013,41
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, شارع العين,Al Ain Street,جانب الطريق,Traffic,2013,42
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة العين,Al Ain Islamic Institute,حضرية/ سكنية,Urban/Residential,2013,29
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الطوية,Al Tawia,حضرية/ سكنية,Urban/Residential,2013,18
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,زاخر,Zakher , حضرية/ سكنية,Urban/Residential,2013,20
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,سويحان,Sweihan,حضرية/ سكنية,Urban/Residential,2013,10
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القوع,Al Qua'a,ريفية/ سكنية,Residential,2013,4
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,طريق أبوظبي - طريف السريع,Abu Dhabi- Tarif Road,جانب الطريق,Traffic,2013,-
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, بدع زايد,Bida Zayed ,حضرية/ سكنية,Urban/Residential,2013,20
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حبشان,Habshan South ,ريفية/ سكنية,Residential,2013,13
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الرويس,Ruwais ,صناعية  ,Industrial,2013,-
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة غياثي,Gayathi School,وسط المدينة,Down Town,2013,13
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,واحة ليوا,Liwa Oasis,نائية,Remote Area,2013,3
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ديرة ,Deira,سكنية-تجارية,Residential-Commercial,2013,90.261
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الكرامة,Karama,سكنية-تجارية,Residential-Commercial,2013,95.902
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حديقة زعبيل,Zabeel Park,حديقة,Park,2013,41.369
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,قرية جبل علي ,Jebel Ali Village,سكنية,Residential,2013,77.098
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,تلال الإمارات,Emirates Hills,سكنية,Residential,2013,78.978
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مطار دبي,Dubai Airport,سكنية,Airport,2013,67.695
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المشرف,Mushrif,حديقة,Park,2013,94.021
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حتا,Hatta,نائية,Remote Area,2013,67.695
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ميناء جبل علي,Jebel Ali Port,صناعية  ,Industrial,2013,133.51
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ورسان ,Warsan,صناعية  ,Industrial,2013,92.141
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ زايد,Shk. Zayed Road,جانب الطريق,Traffic,2013,90.261
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ محمد بن زايد,Sheikh Mohd. Bin Zayed Rd.,جانب الطريق,Traffic,2013,43.25
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحمرية,Al hummariah,صناعية ,Industrial ,2013,56.65664388766678
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,كلباء,Kalba,سكنية ,Residential,2013,23.12863863707567
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحميدية,Al hamediah ,سكنية ,Residential,2013,50.92736423731119
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مشيرف,Musharif,سكنية ,Residential,2013,52.736261371702874
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الجير,Al Jeer,سكنية ,Residential,2013,28.693595656788702
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,البريرات,Al Burairat,سكنية ,Residential,2013,31.157609689686808
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القاسمية,AL Qasmiah,سكنية ,Residential,2013,39.778448967574505
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,غليلة,Ghalilah,سكنية ,Residential,2013,47.981269361471014
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع حمدان,Hamdan Street,جانب الطريق,Traffic,2014,47.711928327645055
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خديجة,Khadejah School,وسط المدينة ,Down Town,2014,28.752064864864867
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خليفة,Khalifa School,حضرية/ سكنية,Urban/Residential,2014,27.80239852398525
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المقطع,Al Maqta,حضرية/ سكنية,Urban/Residential,2014,42.023625429553256
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدينة خليفة أ,Khalifa City A, حضرية/ سكنية,Urban/Residential,2014,34.73604729729728
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة بني ياس,Baniyas School,حضرية/ سكنية,Urban/Residential,2014,32.51128104575162
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مصفح,Mussafah ,صناعية  ,Industrial,2014,53.31269003690038
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المفرق,Al Mafraq,صناعية,Industrial,2014,49.81444868035188
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, شارع العين,Al Ain Street,جانب الطريق,Traffic,2014,52.04962631578948
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة العين,Al Ain Islamic Institute,حضرية/ سكنية,Urban/Residential,2014,36.277988372093
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الطوية,Al Tawia,حضرية/ سكنية,Urban/Residential,2014,20.541775147928984
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,زاخر,Zakher , حضرية/ سكنية,Urban/Residential,2014,28.372860215053773
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,سويحان,Sweihan,حضرية/ سكنية,Urban/Residential,2014,15.119162544169617
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القوع,Al Qua'a,ريفية/ سكنية,Residential,2014,6.4756236162361605
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,طريق أبوظبي - طريف السريع,Abu Dhabi- Tarif Road,جانب الطريق,Traffic,2014,26.388541176470575
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, بدع زايد,Bida Zayed ,حضرية/ سكنية,Urban/Residential,2014,16.950263665594854
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حبشان,Habshan South ,ريفية/ سكنية,Residential,2014,17.246340782122886
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الرويس,Ruwais ,صناعية  ,Industrial,2014,28.691362500000007
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة غياثي,Gayathi School,وسط المدينة,Down Town,2014,16.786968051118208
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,واحة ليوا,Liwa Oasis,نائية,Remote Area,2014,4.648423423423424
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ديرة ,Deira,سكنية-تجارية,Residential-Commercial,2014,52.652
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الكرامة,Karama,سكنية-تجارية,Residential-Commercial,2014,52.652
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حديقة زعبيل,Zabeel Park,حديقة,Park,2014,41.369
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,قرية جبل علي ,Jebel Ali Village,سكنية,Residential,2014,47.011
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,تلال الإمارات,Emirates Hills,سكنية,Residential,2014,39.489
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مطار دبي,Dubai Airport,سكنية,Airport,2014,65.815
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المشرف,Mushrif,حديقة,Park,2014,45.13
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حتا,Hatta,نائية,Remote Area,2014,33.848
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ميناء جبل علي,Jebel Ali Port,صناعية  ,Industrial,2014,58.293
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ورسان ,Warsan,صناعية  ,Industrial,2014,20.685
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ زايد,Shk. Zayed Road,جانب الطريق,Traffic,2014,80.858
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ محمد بن زايد,Sheikh Mohd. Bin Zayed Rd.,جانب الطريق,Traffic,2014,52.652
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحمرية,Al hummariah,صناعية ,Industrial ,2014,30.73749959438106
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,كلباء,Kalba,سكنية ,Residential,2014,25.354702392614985
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحميدية,Al hamediah ,سكنية ,Residential,2014,54.349040410680374
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مشيرف,Musharif,سكنية ,Residential,2014,55.07969083049534
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الجير,Al Jeer,سكنية ,Residential,2014,33.12776677297249
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,البريرات,Al Burairat,سكنية ,Residential,2014,36.44673120406731
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القاسمية,AL Qasmiah,سكنية ,Residential,2014,49.60821014828051
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,غليلة,Ghalilah,سكنية ,Residential,2014,46.37225597766291
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع حمدان,Hamdan Street,جانب الطريق,Traffic,2015,49.908652
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خديجة,Khadejah School,وسط المدينة ,Down Town,2015,35.727638
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خليفة,Khalifa School,حضرية/ سكنية,Urban/Residential,2015,28.259874
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المقطع,Al Maqta,حضرية/ سكنية,Urban/Residential,2015,36.874784
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدينة خليفة أ,Khalifa City A, حضرية/ سكنية,Urban/Residential,2015,25.44351
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة بني ياس,Baniyas School,حضرية/ سكنية,Urban/Residential,2015,30.73055
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مصفح,Mussafah ,صناعية  ,Industrial,2015,49.784599
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المفرق,Al Mafraq,صناعية,Industrial,2015,47.653056
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, شارع العين,Al Ain Street,جانب الطريق,Traffic,2015,41.972826
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة العين,Al Ain Islamic Institute,حضرية/ سكنية,Urban/Residential,2015,34.346547
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الطوية,Al Tawia,حضرية/ سكنية,Urban/Residential,2015,25.220377
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,زاخر,Zakher , حضرية/ سكنية,Urban/Residential,2015,31.548281
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,سويحان,Sweihan,حضرية/ سكنية,Urban/Residential,2015,13.795414
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القوع,Al Qua'a,ريفية/ سكنية,Residential,2015,4.942472
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,طريق أبوظبي - طريف السريع,Abu Dhabi- Tarif Road,جانب الطريق,Traffic,2015,-
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, بدع زايد,Bida Zayed ,حضرية/ سكنية,Urban/Residential,2015,16.495304
